Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Gender,Age,Claim
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,28.807700786314207,7.204940669718695,M,29,Yes
C2B,Airlines,Online,Comprehensive Plan,12,SINGAPORE,22.203723125491507,5.555930781372877,M,27,Yes
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,23.38679516300286,5.8516987907507145,F,22,Yes
C2B,Airlines,Online,Gold Plan,13,SINGAPORE,20.361272902546798,5.095318225636699,F,30,Yes
C2B,Airlines,Online,Premier Plan,12,SINGAPORE,18.539679064965394,4.6399197662413485,F,35,Yes
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,23.03044228411763,5.762610571029407,F,23,Yes
C2B,Airlines,Online,Comprehensive Plan,12,SINGAPORE,22.19157086414851,5.552892716037127,M,27,Yes
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,24.208889872800583,6.055070539758513,F,24,Yes
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,22.108317225681485,5.532079306420371,F,25,Yes
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,25.465132538873107,6.367849326005141,F,23,Yes
C2B,Airlines,Online,Gold Plan,13,SINGAPORE,20.615078421106663,5.158769605276666,F,30,Yes
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,25.8044468468198,6.452331663902073,F,22,Yes
C2B,Airlines,Online,Premier Plan,9,SINGAPORE,22.480426153602732,5.625106538400683,M,31,Yes
C2B,Airlines,Online,Premier Plan,12,SINGAPORE,19.067914861714552,4.771978715428638,F,34,Yes
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,27.747590502193997,6.940226740784536,M,28,Yes
C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,26.320008221721167,6.580695924591801,F,22,Yes
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,22.14793746311564,5.54198436577891,M,26,Yes
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,26.055086249808355,6.517601418591198,M,27,Yes
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,27.833398750905364,6.961653415906547,M,28,Yes
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,28.643463896920732,7.163930038166004,M,29,Yes
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,26.132606963569472,6.536958661909063,M,27,Yes
C2B,Airlines,Online,Gold Plan,12,SINGAPORE,20.193053951202057,5.053263487800514,F,31,Yes
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,22.910243666740985,5.73173413743347,F,25,Yes
C2B,Airlines,Online,Gold Plan,11,SINGAPORE,22.304042586292113,5.581010646573028,M,29,Yes
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,22.44634854257085,5.616587135642712,F,25,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,10,SINGAPORE,22.396899270527992,5.604224817631998,M,30,Yes
C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,252.85,63.21,F,22,Yes
C2B,Airlines,Online,Annual Silver Plan,380,SINGAPORE,252.42979957453704,63.10497840112581,M,34,Yes
C2B,Airlines,Online,Annual Silver Plan,376,SINGAPORE,254.2031631310885,63.548823524162316,F,32,Yes
C2B,Airlines,Online,Annual Silver Plan,374,SINGAPORE,252.85,63.21,M,44,Yes
C2B,Airlines,Online,Annual Silver Plan,367,SINGAPORE,258.1531216188368,64.53786824786621,F,27,Yes
C2B,Airlines,Online,Annual Silver Plan,368,SINGAPORE,252.85,63.21,F,24,Yes
C2B,Airlines,Online,Annual Silver Plan,373,SINGAPORE,252.85,63.21,F,37,Yes
C2B,Airlines,Online,Annual Silver Plan,377,SINGAPORE,253.76931581080012,63.44019088805861,F,32,Yes
C2B,Airlines,Online,Annual Silver Plan,380,SINGAPORE,248.4580208632995,62.11230317913131,M,34,Yes
C2B,Airlines,Online,Annual Silver Plan,373,SINGAPORE,252.85,63.21,F,36,Yes
C2B,Airlines,Online,Annual Silver Plan,373,SINGAPORE,252.85,63.21,M,46,Yes
C2B,Airlines,Online,Annual Silver Plan,372,SINGAPORE,252.85,63.21,F,27,Yes
C2B,Airlines,Online,Annual Silver Plan,374,SINGAPORE,252.85,63.21,F,36,Yes
C2B,Airlines,Online,Annual Silver Plan,368,SINGAPORE,252.85,63.21,M,55,Yes
C2B,Airlines,Online,Annual Silver Plan,371,SINGAPORE,256.6238660144011,64.15495227762169,F,29,Yes
C2B,Airlines,Online,Annual Silver Plan,379,SINGAPORE,253.06802231955726,63.2645914154482,F,33,Yes
C2B,Airlines,Online,Annual Silver Plan,367,SINGAPORE,252.85,63.21,F,39,Yes
C2B,Airlines,Online,Annual Silver Plan,379,SINGAPORE,252.85,63.21,M,34,Yes
C2B,Airlines,Online,Annual Silver Plan,375,SINGAPORE,252.85,63.21,F,30,Yes
C2B,Airlines,Online,Annual Silver Plan,375,SINGAPORE,252.85,63.21,F,35,Yes
C2B,Airlines,Online,Annual Silver Plan,375,SINGAPORE,252.85,63.21,M,42,Yes
C2B,Airlines,Online,Annual Silver Plan,374,SINGAPORE,252.85,63.21,F,29,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,F,40,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,252.85,63.21,M,60,Yes
C2B,Airlines,Online,Annual Silver Plan,381,SINGAPORE,221.51181835852498,55.377580653514656,M,34,Yes
C2B,Airlines,Online,Annual Silver Plan,381,SINGAPORE,219.00186723484148,54.750263154216825,M,34,Yes
JZI,Airlines,Online,Premier Plan,9,LAO PEOPLE'S DEMOCRATIC REPUBLIC,35.02949533717919,19.75345881936357,M,32,Yes
CCR,Airlines,Online,Gold Plan,8,NETHERLANDS,32.92071892229976,14.050902094084561,M,31,Yes
KML,Airlines,Online,Silver Plan,10,JAPAN,36.891453158811714,22.78837721980382,M,32,Yes
KML,Travel Agency,Online,Single Trip Travel Protect Silver,13,ITALY,32.65557712334337,17.809588769948792,F,39,Yes
CCR,Airlines,Online,Gold Plan,8,NETHERLANDS,32.593071267154436,13.164876754372248,M,31,Yes
KML,Travel Agency,Online,Travel Cruise Protect,16,INDONESIA,28.538208953831692,11.468841788900807,F,47,Yes
KML,Travel Agency,Online,Single Trip Travel Protect Silver,14,INDONESIA,31.460536567924137,15.96922631460317,F,41,Yes
CSR,Airlines,Online,Gold Plan,8,NEPAL,33.45294360414971,15.490144973238463,M,31,Yes
JZI,Airlines,Online,Silver Plan,11,LAO PEOPLE'S DEMOCRATIC REPUBLIC,37.80039975914681,20.601947488452296,M,31,Yes
KML,Travel Agency,Online,Single Trip Travel Protect Silver,13,INDONESIA,32.176253207175556,17.071429939050354,F,40,Yes
CBH,Airlines,Online,Silver Plan,10,PHILIPPINES,40.25831979683772,12.471744253028344,F,27,Yes
JZI,Airlines,Online,Gold Plan,14,LAO PEOPLE'S DEMOCRATIC REPUBLIC,32.9611347818996,16.527048179158726,F,35,Yes
C2B,Airlines,Online,Bronze Plan,8,PHILIPPINES,31.272060508626097,9.59259724097376,M,30,Yes
JZI,Airlines,Online,Silver Plan,10,LAO PEOPLE'S DEMOCRATIC REPUBLIC,37.41832229286006,20.97911455383253,F,31,Yes
JZI,Airlines,Online,Silver Plan,9,"KOREA, REPUBLIC OF",35.5291035486846,21.104500184594155,M,32,Yes
CSR,Airlines,Online,Silver Plan,12,NEPAL,39.41206376546202,16.725162978715904,M,29,Yes
C2B,Airlines,Online,Silver Plan,14,PORTUGAL,41.61254960735289,11.431994308131138,M,26,Yes
JWT,Airlines,Online,Silver Plan,11,MALAYSIA,38.46076763373847,19.01346258284365,M,30,Yes
KML,Airlines,Online,Premier Plan,11,JAPAN,35.4465412770691,21.58580632240373,F,33,Yes
KML,Airlines,Online,Silver Plan,9,JAPAN,36.16129326020435,22.81406866498959,M,32,Yes
KML,Airlines,Online,Premier Plan,11,JAPAN,35.464239223665956,21.621828450630865,F,33,Yes
KML,Travel Agency,Online,Spouse or Parents Comprehensive Plan,14,INDONESIA,31.381329191193956,15.847246954438692,F,42,Yes
JWT,Airlines,Online,Silver Plan,11,MALAYSIA,38.34380389601816,19.294813537396323,M,30,Yes
KML,Airlines,Online,Individual Comprehensive Plan,13,"KOREA, REPUBLIC OF",33.82907673195973,18.293643871358043,F,35,Yes
KML,Travel Agency,Online,Single Trip Travel Protect Silver,12,ITALY,32.87182015793154,18.14260304321457,F,39,Yes
C2B,Airlines,Online,Silver Plan,14,PORTUGAL,41.74713818132299,11.108247611108528,M,26,Yes
C2B,Airlines,Online,Gold Plan,8,SINGAPORE,35.556870896773134,8.89051990818927,F,28,Yes
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,27.398012309675256,6.8529356181555965,M,28,Yes
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,29.420108116040648,7.356731330500331,F,27,Yes
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,29.03562219158691,7.260339084651366,F,26,Yes
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,29.764742674633954,7.443132670542033,F,28,Yes
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,29.76039482959665,7.4420426474200045,F,28,Yes
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,30.184128861525576,7.548640461280351,M,29,Yes
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,25.354564058631873,6.342678125883225,M,27,Yes
C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,27.923497144009286,6.981524636103736,F,24,Yes
C2B,Airlines,Online,Comprehensive Plan,8,SINGAPORE,28.909014458922684,7.230263237569515,M,30,Yes
C2B,Airlines,Online,Comprehensive Plan,8,SINGAPORE,34.166859048154315,8.54334948475433,F,28,Yes
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,30.496854159807416,7.626732385994475,F,29,Yes
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,29.45992456679475,7.367819674441918,M,30,Yes
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,30.06682604528809,7.519349462196197,M,29,Yes
C2B,Airlines,Online,Gold Plan,8,SINGAPORE,26.22925297517323,6.5611550906954275,M,31,Yes
C2B,Airlines,Online,Premier Plan,9,SINGAPORE,39.093181292179096,9.773751499769132,F,26,Yes
C2B,Airlines,Online,Premier Plan,9,SINGAPORE,40.06305350180599,10.015987525331447,F,26,Yes
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,26.222919908363025,6.5595101783013,M,27,Yes
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,30.17871510580354,7.547310437760884,F,29,Yes
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,29.313618580101352,7.331343078152962,F,28,Yes
C2B,Airlines,Online,Gold Plan,9,SINGAPORE,35.9009436570677,8.976455784205424,F,27,Yes
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,29.85403977507697,7.465519830934789,F,28,Yes
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,23.647265653118595,5.91676419141684,F,22,Yes
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,23.967501676640374,5.996709638423696,F,22,Yes
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,29.29083086712257,7.324320977954672,F,27,Yes
C2B,Airlines,Online,Comprehensive Plan,8,SINGAPORE,28.760862233490283,7.193271191219313,M,30,Yes
C2B,Airlines,Online,Silver Plan,14,SINGAPORE,41.95745105678141,10.489362764195352,F,26,Yes
C2B,Airlines,Online,Silver Plan,14,SINGAPORE,43.63921492154101,10.911064664940284,F,30,Yes
C2B,Airlines,Online,Gold Plan,13,SINGAPORE,31.51322002302077,7.881139270613836,F,23,Yes
C2B,Airlines,Online,Comprehensive Plan,12,SINGAPORE,28.912457236749034,7.231651482907056,F,23,Yes
C2B,Airlines,Online,Silver Plan,11,SINGAPORE,41.3351843518383,10.333796087959575,F,26,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,13,SINGAPORE,39.2519946763191,9.81359867024215,M,26,Yes
C2B,Airlines,Online,Silver Plan,13,SINGAPORE,45.500376362252695,11.377786687764907,F,34,Yes
C2B,Airlines,Online,Silver Plan,14,SINGAPORE,41.903612617674526,10.475903154418631,F,26,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,17,SINGAPORE,45.210948789096356,11.303844420994468,F,25,Yes
C2B,Airlines,Online,Premier Plan,13,SINGAPORE,40.056298304616334,10.014498965170542,M,26,Yes
C2B,Airlines,Online,Gold Plan,22,SINGAPORE,50.38568972427743,12.599314048215659,F,24,Yes
C2B,Airlines,Online,Silver Plan,13,SINGAPORE,41.78716100195095,10.446790250487737,F,26,Yes
C2B,Airlines,Online,Silver Plan,10,SINGAPORE,41.19820046420875,10.299550116052188,F,26,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,13,SINGAPORE,35.7763088707746,8.945759296377224,F,24,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,18,SINGAPORE,46.01883597551878,11.506094799388496,F,25,Yes
C2B,Airlines,Online,Bronze Plan,26,SINGAPORE,54.27500209087453,13.572983282060314,F,24,Yes
C2B,Airlines,Online,Silver Plan,14,SINGAPORE,42.69625612088249,10.67459961185207,F,27,Yes
C2B,Airlines,Online,Silver Plan,11,SINGAPORE,41.31851694668832,10.32962923667208,F,26,Yes
C2B,Airlines,Online,Premier Plan,14,SINGAPORE,41.102125827347706,10.275774125532237,F,25,Yes
C2B,Airlines,Online,Silver Plan,13,SINGAPORE,41.75809897473327,10.439524743683318,F,26,Yes
C2B,Airlines,Online,Gold Plan,11,SINGAPORE,35.67211323903202,8.919409944421972,M,28,Yes
